country,date,sector,value
United Kingdom,23-02-2025,Industry,0.0660187
United Kingdom,23-02-2025,International Aviation,0.0416048
United Kingdom,23-02-2025,Power,0.0700416
United Kingdom,23-02-2025,Residential,0.315029
United States,23-02-2025,Domestic Aviation,0.410054
United States,23-02-2025,Ground Transport,3.31208
United States,23-02-2025,Industry,3.20663
United States,23-02-2025,International Aviation,0.203915
United States,23-02-2025,Power,4.82566
United States,23-02-2025,Residential,2.27845
WORLD,23-02-2025,Domestic Aviation,0.946628
WORLD,23-02-2025,Ground Transport,15.5418
WORLD,23-02-2025,Industry,28.7396
WORLD,23-02-2025,International Aviation,1.82653
WORLD,23-02-2025,Power,39.8675
WORLD,23-02-2025,Residential,16.1761
Brazil,24-02-2025,Domestic Aviation,0.0333763
Brazil,24-02-2025,Ground Transport,0.443204
Brazil,24-02-2025,Industry,0.339293
Brazil,24-02-2025,International Aviation,0.00974951
Brazil,24-02-2025,Power,0.107031
Brazil,24-02-2025,Residential,0.109
China,24-02-2025,Domestic Aviation,0.18599
China,24-02-2025,Ground Transport,2.59718
China,24-02-2025,Industry,10.4643
China,24-02-2025,International Aviation,0.0471494
China,24-02-2025,Power,16.5098
China,24-02-2025,Residential,3.5858
EU27 & UK,24-02-2025,Domestic Aviation,0.049029
EU27 & UK,24-02-2025,Ground Transport,2.22085
EU27 & UK,24-02-2025,Industry,1.51581
EU27 & UK,24-02-2025,International Aviation,0.185453
EU27 & UK,24-02-2025,Power,2.05567
EU27 & UK,24-02-2025,Residential,2.5765
France,24-02-2025,Domestic Aviation,0.00609153
France,24-02-2025,Ground Transport,0.348535
France,24-02-2025,Industry,0.086419
France,24-02-2025,International Aviation,0.0213725
France,24-02-2025,Power,0.0411661
France,24-02-2025,Residential,0.304867
Germany,24-02-2025,Domestic Aviation,0.00562591
Germany,24-02-2025,Ground Transport,0.375471
Germany,24-02-2025,Industry,0.215799
Germany,24-02-2025,International Aviation,0.0277835
Germany,24-02-2025,Power,0.50342
Germany,24-02-2025,Residential,0.573372
India,24-02-2025,Domestic Aviation,0.0242206
India,24-02-2025,Ground Transport,0.820449
India,24-02-2025,Industry,2.60236
India,24-02-2025,International Aviation,0.0162778
India,24-02-2025,Power,4.89232
India,24-02-2025,Residential,0.48872
Italy,24-02-2025,Domestic Aviation,0.00559908
Italy,24-02-2025,Ground Transport,0.157477
Italy,24-02-2025,Industry,0.23368
Italy,24-02-2025,International Aviation,0.014409
Italy,24-02-2025,Power,0.327142
Italy,24-02-2025,Residential,0.320853
Japan,24-02-2025,Domestic Aviation,0.0247819
Japan,24-02-2025,Ground Transport,0.518719
Japan,24-02-2025,Industry,0.669711
Japan,24-02-2025,International Aviation,0.0247124
Japan,24-02-2025,Power,1.25455
Japan,24-02-2025,Residential,0.672019
ROW,24-02-2025,Domestic Aviation,0.197168
ROW,24-02-2025,Ground Transport,6.6706
ROW,24-02-2025,Industry,10.2774
ROW,24-02-2025,International Aviation,1.25438
ROW,24-02-2025,Power,8.31971
ROW,24-02-2025,Residential,5.43822
Russia,24-02-2025,Domestic Aviation,0.039669
Russia,24-02-2025,Ground Transport,0.56245
Russia,24-02-2025,Industry,0.981296
Russia,24-02-2025,International Aviation,0.00801162
Russia,24-02-2025,Power,3.09741
Russia,24-02-2025,Residential,0.900591
Spain,24-02-2025,Domestic Aviation,0.0179259
Spain,24-02-2025,Ground Transport,0.149174
Spain,24-02-2025,Industry,0.139047
Spain,24-02-2025,International Aviation,0.0229476
Spain,24-02-2025,Power,0.0685684
Spain,24-02-2025,Residential,0.140469
United Kingdom,24-02-2025,Domestic Aviation,0.010123
United Kingdom,24-02-2025,Ground Transport,0.336944
United Kingdom,24-02-2025,Industry,0.0756913
United Kingdom,24-02-2025,International Aviation,0.0396052
United Kingdom,24-02-2025,Power,0.0803036
United Kingdom,24-02-2025,Residential,0.31129
United States,24-02-2025,Domestic Aviation,0.43954
United States,24-02-2025,Ground Transport,4.44601
United States,24-02-2025,Industry,2.82745
United States,24-02-2025,International Aviation,0.205513
United States,24-02-2025,Power,4.25503
United States,24-02-2025,Residential,2.09866
WORLD,24-02-2025,Domestic Aviation,0.993775
WORLD,24-02-2025,Ground Transport,18.2795
WORLD,24-02-2025,Industry,29.6777
WORLD,24-02-2025,International Aviation,1.75124
WORLD,24-02-2025,Power,40.4915
WORLD,24-02-2025,Residential,15.8695
Brazil,25-02-2025,Domestic Aviation,0.0332554
Brazil,25-02-2025,Ground Transport,0.457171
Brazil,25-02-2025,Industry,0.353519
Brazil,25-02-2025,International Aviation,0.0101531
Brazil,25-02-2025,Power,0.111519
Brazil,25-02-2025,Residential,0.109
China,25-02-2025,Domestic Aviation,0.179779
China,25-02-2025,Ground Transport,2.59319
China,25-02-2025,Industry,10.4755
China,25-02-2025,International Aviation,0.0513064
China,25-02-2025,Power,16.5274
China,25-02-2025,Residential,3.50645
EU27 & UK,25-02-2025,Domestic Aviation,0.0449637
EU27 & UK,25-02-2025,Ground Transport,2.6718
EU27 & UK,25-02-2025,Industry,1.95129
EU27 & UK,25-02-2025,International Aviation,0.170096
EU27 & UK,25-02-2025,Power,2.64624
EU27 & UK,25-02-2025,Residential,2.60992
France,25-02-2025,Domestic Aviation,0.00590435
France,25-02-2025,Ground Transport,0.352589
France,25-02-2025,Industry,0.0987865
France,25-02-2025,International Aviation,0.0197594
France,25-02-2025,Power,0.0470575
France,25-02-2025,Residential,0.321599
Germany,25-02-2025,Domestic Aviation,0.00603601
Germany,25-02-2025,Ground Transport,0.436553
Germany,25-02-2025,Industry,0.328831
Germany,25-02-2025,International Aviation,0.0276097
Germany,25-02-2025,Power,0.767103
Germany,25-02-2025,Residential,0.574548
India,25-02-2025,Domestic Aviation,0.0238931
India,25-02-2025,Ground Transport,0.833185
India,25-02-2025,Industry,2.68528
India,25-02-2025,International Aviation,0.0157023
India,25-02-2025,Power,5.04821
India,25-02-2025,Residential,0.484011
Italy,25-02-2025,Domestic Aviation,0.0041178
Italy,25-02-2025,Ground Transport,0.275127
Italy,25-02-2025,Industry,0.250087
Italy,25-02-2025,International Aviation,0.0118804
Italy,25-02-2025,Power,0.350112
Italy,25-02-2025,Residential,0.317516
Japan,25-02-2025,Domestic Aviation,0.0247636
Japan,25-02-2025,Ground Transport,0.519881
Japan,25-02-2025,Industry,0.683162
Japan,25-02-2025,International Aviation,0.025072
Japan,25-02-2025,Power,1.27975
Japan,25-02-2025,Residential,0.605885
ROW,25-02-2025,Domestic Aviation,0.195697
ROW,25-02-2025,Ground Transport,6.84656
ROW,25-02-2025,Industry,10.4023
ROW,25-02-2025,International Aviation,1.21226
ROW,25-02-2025,Power,8.41475
ROW,25-02-2025,Residential,5.49562
Russia,25-02-2025,Domestic Aviation,0.0395275
Russia,25-02-2025,Ground Transport,0.514815
Russia,25-02-2025,Industry,0.983656
Russia,25-02-2025,International Aviation,0.00764259
Russia,25-02-2025,Power,3.10486
Russia,25-02-2025,Residential,0.894924
Spain,25-02-2025,Domestic Aviation,0.0158679
Spain,25-02-2025,Ground Transport,0.275316
Spain,25-02-2025,Industry,0.157472
Spain,25-02-2025,International Aviation,0.0206891
Spain,25-02-2025,Power,0.0776547
Spain,25-02-2025,Residential,0.140709
United Kingdom,25-02-2025,Domestic Aviation,0.0100311
United Kingdom,25-02-2025,Ground Transport,0.345749
United Kingdom,25-02-2025,Industry,0.163477
United Kingdom,25-02-2025,International Aviation,0.0375115
United Kingdom,25-02-2025,Power,0.173438
United Kingdom,25-02-2025,Residential,0.334202
United States,25-02-2025,Domestic Aviation,0.444663
United States,25-02-2025,Ground Transport,4.79023
United States,25-02-2025,Industry,2.75046
United States,25-02-2025,International Aviation,0.199768
United States,25-02-2025,Power,4.13916
United States,25-02-2025,Residential,1.96241
WORLD,25-02-2025,Domestic Aviation,0.986542
WORLD,25-02-2025,Ground Transport,19.2268
WORLD,25-02-2025,Industry,30.2851
WORLD,25-02-2025,International Aviation,1.692
WORLD,25-02-2025,Power,41.2719
WORLD,25-02-2025,Residential,15.6682
Brazil,26-02-2025,Domestic Aviation,0.0342101
Brazil,26-02-2025,Ground Transport,0.466526
Brazil,26-02-2025,Industry,0.334522
Brazil,26-02-2025,International Aviation,0.00979975
Brazil,26-02-2025,Power,0.105526
Brazil,26-02-2025,Residential,0.109
China,26-02-2025,Domestic Aviation,0.184382
China,26-02-2025,Ground Transport,2.59261
China,26-02-2025,Industry,10.4513
China,26-02-2025,International Aviation,0.0517698
China,26-02-2025,Power,16.4892
China,26-02-2025,Residential,3.31094
EU27 & UK,26-02-2025,Domestic Aviation,0.0448186
EU27 & UK,26-02-2025,Ground Transport,2.69812
EU27 & UK,26-02-2025,Industry,2.05298
EU27 & UK,26-02-2025,International Aviation,0.171433
EU27 & UK,26-02-2025,Power,2.78415
EU27 & UK,26-02-2025,Residential,2.69483
France,26-02-2025,Domestic Aviation,0.00558618
France,26-02-2025,Ground Transport,0.352727
France,26-02-2025,Industry,0.106033
France,26-02-2025,International Aviation,0.0206297
France,26-02-2025,Power,0.0505094
France,26-02-2025,Residential,0.342038
Germany,26-02-2025,Domestic Aviation,0.0066506
Germany,26-02-2025,Ground Transport,0.44279
Germany,26-02-2025,Industry,0.353002
Germany,26-02-2025,International Aviation,0.0281201
Germany,26-02-2025,Power,0.82349
Germany,26-02-2025,Residential,0.626382
India,26-02-2025,Domestic Aviation,0.023803
India,26-02-2025,Ground Transport,0.836336
India,26-02-2025,Industry,2.63784
India,26-02-2025,International Aviation,0.0182354
India,26-02-2025,Power,4.95903
India,26-02-2025,Residential,0.462842
Italy,26-02-2025,Domestic Aviation,0.00430123
Italy,26-02-2025,Ground Transport,0.274387
Italy,26-02-2025,Industry,0.23572
Italy,26-02-2025,International Aviation,0.0120689
Italy,26-02-2025,Power,0.329999
Italy,26-02-2025,Residential,0.317799
Japan,26-02-2025,Domestic Aviation,0.0248111
Japan,26-02-2025,Ground Transport,0.519956
Japan,26-02-2025,Industry,0.687816
Japan,26-02-2025,International Aviation,0.0257451
Japan,26-02-2025,Power,1.28847
Japan,26-02-2025,Residential,0.594718
ROW,26-02-2025,Domestic Aviation,0.196
ROW,26-02-2025,Ground Transport,6.97098
ROW,26-02-2025,Industry,10.7835
ROW,26-02-2025,International Aviation,1.22627
ROW,26-02-2025,Power,8.45134
ROW,26-02-2025,Residential,5.19839
Russia,26-02-2025,Domestic Aviation,0.037791
Russia,26-02-2025,Ground Transport,0.542225
Russia,26-02-2025,Industry,0.984132
Russia,26-02-2025,International Aviation,0.00766848
Russia,26-02-2025,Power,3.10636
Russia,26-02-2025,Residential,0.876077
Spain,26-02-2025,Domestic Aviation,0.0161851
Spain,26-02-2025,Ground Transport,0.289351
Spain,26-02-2025,Industry,0.200119
Spain,26-02-2025,International Aviation,0.0214289
Spain,26-02-2025,Power,0.0986854
Spain,26-02-2025,Residential,0.146961
United Kingdom,26-02-2025,Domestic Aviation,0.00937172
United Kingdom,26-02-2025,Ground Transport,0.347228
United Kingdom,26-02-2025,Industry,0.199589
United Kingdom,26-02-2025,International Aviation,0.0365705
United Kingdom,26-02-2025,Power,0.211751
United Kingdom,26-02-2025,Residential,0.350726
United States,26-02-2025,Domestic Aviation,0.439684
United States,26-02-2025,Ground Transport,4.82067
United States,26-02-2025,Industry,2.56246
United States,26-02-2025,International Aviation,0.197081
United States,26-02-2025,Power,3.85625
United States,26-02-2025,Residential,1.9611
WORLD,26-02-2025,Domestic Aviation,0.9855
WORLD,26-02-2025,Ground Transport,19.4474
WORLD,26-02-2025,Industry,30.4945
WORLD,26-02-2025,International Aviation,1.70801
WORLD,26-02-2025,Power,41.0403
WORLD,26-02-2025,Residential,15.2079
Brazil,27-02-2025,Domestic Aviation,0.0347399
Brazil,27-02-2025,Ground Transport,0.464438
Brazil,27-02-2025,Industry,0.337628
Brazil,27-02-2025,International Aviation,0.00997575
Brazil,27-02-2025,Power,0.106506
Brazil,27-02-2025,Residential,0.109
China,27-02-2025,Domestic Aviation,0.18546
China,27-02-2025,Ground Transport,2.60934
China,27-02-2025,Industry,9.99889
China,27-02-2025,International Aviation,0.0515817
China,27-02-2025,Power,15.7755
China,27-02-2025,Residential,3.08671
EU27 & UK,27-02-2025,Domestic Aviation,0.0469242
EU27 & UK,27-02-2025,Ground Transport,2.71887
EU27 & UK,27-02-2025,Industry,2.05503
EU27 & UK,27-02-2025,International Aviation,0.178533
EU27 & UK,27-02-2025,Power,2.78693
EU27 & UK,27-02-2025,Residential,2.72674
France,27-02-2025,Domestic Aviation,0.00596595
France,27-02-2025,Ground Transport,0.355459
France,27-02-2025,Industry,0.173695
France,27-02-2025,International Aviation,0.0204947
France,27-02-2025,Power,0.0827408
France,27-02-2025,Residential,0.347797
Germany,27-02-2025,Domestic Aviation,0.00438433
Germany,27-02-2025,Ground Transport,0.445893
Germany,27-02-2025,Industry,0.346174
Germany,27-02-2025,International Aviation,0.0258626
Germany,27-02-2025,Power,0.807562
Germany,27-02-2025,Residential,0.655642
India,27-02-2025,Domestic Aviation,0.0238604
India,27-02-2025,Ground Transport,0.822668
India,27-02-2025,Industry,2.64763
India,27-02-2025,International Aviation,0.0166845
India,27-02-2025,Power,4.97743
India,27-02-2025,Residential,0.486077
Italy,27-02-2025,Domestic Aviation,0.00511239
Italy,27-02-2025,Ground Transport,0.277262
Italy,27-02-2025,Industry,0.220559
Italy,27-02-2025,International Aviation,0.0133958
Italy,27-02-2025,Power,0.308774
Italy,27-02-2025,Residential,0.327084
Japan,27-02-2025,Domestic Aviation,0.0250013
Japan,27-02-2025,Ground Transport,0.521952
Japan,27-02-2025,Industry,0.687042
Japan,27-02-2025,International Aviation,0.0253393
Japan,27-02-2025,Power,1.28702
Japan,27-02-2025,Residential,0.576173
ROW,27-02-2025,Domestic Aviation,0.201208
ROW,27-02-2025,Ground Transport,7.00886
ROW,27-02-2025,Industry,10.9868
ROW,27-02-2025,International Aviation,1.24717
ROW,27-02-2025,Power,9.05832
ROW,27-02-2025,Residential,4.93599
Russia,27-02-2025,Domestic Aviation,0.0392839
Russia,27-02-2025,Ground Transport,0.670465
Russia,27-02-2025,Industry,0.976123
Russia,27-02-2025,International Aviation,0.00729446
Russia,27-02-2025,Power,3.08108
Russia,27-02-2025,Residential,0.866682
Spain,27-02-2025,Domestic Aviation,0.0175693
Spain,27-02-2025,Ground Transport,0.290885
Spain,27-02-2025,Industry,0.230452
Spain,27-02-2025,International Aviation,0.0219186
Spain,27-02-2025,Power,0.113643
Spain,27-02-2025,Residential,0.145297
United Kingdom,27-02-2025,Domestic Aviation,0.010385
United Kingdom,27-02-2025,Ground Transport,0.347589
United Kingdom,27-02-2025,Industry,0.216118
United Kingdom,27-02-2025,International Aviation,0.040455
United Kingdom,27-02-2025,Power,0.229288
United Kingdom,27-02-2025,Residential,0.348781
United States,27-02-2025,Domestic Aviation,0.458674
United States,27-02-2025,Ground Transport,4.83228
United States,27-02-2025,Industry,2.36778
United States,27-02-2025,International Aviation,0.203468
United States,27-02-2025,Power,3.56327
United States,27-02-2025,Residential,1.93225
WORLD,27-02-2025,Domestic Aviation,1.01515
WORLD,27-02-2025,Ground Transport,19.6489
WORLD,27-02-2025,Industry,30.0569
WORLD,27-02-2025,International Aviation,1.74005
WORLD,27-02-2025,Power,40.636
WORLD,27-02-2025,Residential,14.7196
Brazil,28-02-2025,Domestic Aviation,0.0361855
Brazil,28-02-2025,Ground Transport,0.464815
Brazil,28-02-2025,Industry,0.32906
Brazil,28-02-2025,International Aviation,0.0103998
Brazil,28-02-2025,Power,0.103803
Brazil,28-02-2025,Residential,0.109
China,28-02-2025,Domestic Aviation,0.183042
China,28-02-2025,Ground Transport,2.5157
China,28-02-2025,Industry,9.97841
China,28-02-2025,International Aviation,0.0547774
China,28-02-2025,Power,15.7432
China,28-02-2025,Residential,2.88587
,,,
EU27 & UK,28-02-2025,Ground Transport,2.69783
EU27 & UK,28-02-2025,Industry,2.06934
EU27 & UK,28-02-2025,International Aviation,0.191281
EU27 & UK,28-02-2025,Power,2.80634
EU27 & UK,28-02-2025,Residential,2.79376
France,28-02-2025,Domestic Aviation,0.00590187
France,28-02-2025,Ground Transport,0.351437
France,28-02-2025,Industry,0.177633
France,28-02-2025,International Aviation,0.021457
France,28-02-2025,Power,0.0846164
France,28-02-2025,Residential,0.356986
Germany,28-02-2025,Domestic Aviation,0.00451719
Germany,28-02-2025,Ground Transport,0.43596
Germany,28-02-2025,Industry,0.359293
Germany,28-02-2025,International Aviation,0.0278258
Germany,28-02-2025,Power,0.838166
Germany,28-02-2025,Residential,0.676671
India,28-02-2025,Domestic Aviation,0.0239949
India,28-02-2025,Ground Transport,0.833618
India,28-02-2025,Industry,2.59325
India,28-02-2025,International Aviation,0.0159713
India,28-02-2025,Power,4.8752
India,28-02-2025,Residential,0.512667
Italy,28-02-2025,Domestic Aviation,0.0050638
Italy,28-02-2025,Ground Transport,0.275865
Italy,28-02-2025,Industry,0.223844
Italy,28-02-2025,International Aviation,0.0148811
Italy,28-02-2025,Power,0.313373
Italy,28-02-2025,Residential,0.33149
Japan,28-02-2025,Domestic Aviation,0.024976
Japan,28-02-2025,Ground Transport,0.521884
Japan,28-02-2025,Industry,0.696272
Japan,28-02-2025,International Aviation,0.0235848
Japan,28-02-2025,Power,1.30431
Japan,28-02-2025,Residential,0.554408
ROW,28-02-2025,Domestic Aviation,0.208023
ROW,28-02-2025,Ground Transport,6.79588
ROW,28-02-2025,Industry,11.3083
ROW,28-02-2025,International Aviation,1.28944
ROW,28-02-2025,Power,9.01911
ROW,28-02-2025,Residential,4.83979
Russia,28-02-2025,Domestic Aviation,0.0392132
Russia,28-02-2025,Ground Transport,0.67548
Russia,28-02-2025,Industry,0.976783
Russia,28-02-2025,International Aviation,0.00718726
Russia,28-02-2025,Power,3.08317
Russia,28-02-2025,Residential,0.867776
Spain,28-02-2025,Domestic Aviation,0.0179258
Spain,28-02-2025,Ground Transport,0.297535
Spain,28-02-2025,Industry,0.171614
Spain,28-02-2025,International Aviation,0.0244716
Spain,28-02-2025,Power,0.0846286
Spain,28-02-2025,Residential,0.143699
United Kingdom,28-02-2025,Domestic Aviation,0.01149
United Kingdom,28-02-2025,Ground Transport,0.341486
United Kingdom,28-02-2025,Industry,0.235926
United Kingdom,28-02-2025,International Aviation,0.0431396
United Kingdom,28-02-2025,Power,0.250303
United Kingdom,28-02-2025,Residential,0.361798
United States,28-02-2025,Domestic Aviation,0.485323
United States,28-02-2025,Ground Transport,4.88543
United States,28-02-2025,Industry,2.47599
United States,28-02-2025,International Aviation,0.21456
United States,28-02-2025,Power,3.72611
United States,28-02-2025,Residential,1.98052
WORLD,28-02-2025,Domestic Aviation,1.00076
WORLD,28-02-2025,Ground Transport,19.3906
WORLD,28-02-2025,Industry,30.4274
WORLD,28-02-2025,International Aviation,1.8072
WORLD,28-02-2025,Power,40.6612
WORLD,28-02-2025,Residential,14.5438
